Customer_ID,Customer_Name,Gender,City,State,Quantity,Unit_Price,Discount_%,Total_Amount,Product_Category,Product_Name,Brand
CUST1041,Priya,Female,Kolkata,West Bengal,15,926,25,10417.5,Footwear,Sneakers,Puma
CUST1042,Rahul,Male,Ahmedabad,Gujarat,3,224,27,490.56,Electronics,Earbuds,Realme
CUST1043,Neha,Female,Pune,Maharashtra,14,344,15,4093.6,Electronics,Earbuds,Boat
CUST1044,Rahul,Male,Ahmedabad,Gujarat,17,641,24,8281.72,Accessories,Belt,Boat
CUST1045,Lakshmi,Female,Kolkata,West Bengal,4,584,21,1845.44,Beauty,Perfume,Loreal
CUST1046,Priya,Female,Delhi,Delhi,18,221,27,2903.94,Clothing,Jeans,Snitch
CUST1047,Divya,Female,Lucknow,Uttar Pradesh,8,224,8,1648.64,Electronics,Bluetooth Speaker,OnePlus
CUST1048,Divya,Female,Ahmedabad,Gujarat,4,648,23,1995.84,Accessories,Belt,Fossil
CUST1049,Priya,Female,Lucknow,Uttar Pradesh,2,269,23,414.26,Accessories,Sunglasses,Boat
CUST1050,Anita,Female,Hyderabad,Telangana,6,223,0,1338,Electronics,Bluetooth Speaker,OnePlus
CUST1051,Ravi,Male,Bengaluru,Karnataka,10,968,28,6969.6,Electronics,Smartwatch,Boat
CUST1052,Ravi,Male,Hyderabad,Telangana,4,134,24,407.36,Electronics,Earbuds,Boat
CUST1053,Lakshmi,Female,Mumbai,Maharashtra,18,186,21,2644.92,Electronics,Earbuds,Noise
CUST1054,Sangeeta,Female,Pune,Maharashtra,12,745,15,7599,Footwear,Sneakers,Nike
CUST1055,Amit,Male,Ahmedabad,Gujarat,2,807,8,1484.88,Beauty,Face Cream,Loreal
CUST1056,Lakshmi,Female,Hyderabad,Telangana,10,885,18,7257,Accessories,Belt,Fossil
CUST1057,Radhika,Female,Lucknow,Uttar Pradesh,4,300,11,1068,Footwear,Sneakers,Adidas
CUST1058,Karthik,Male,Kolkata,West Bengal,14,468,18,5372.64,Footwear,Loafers,Bata
CUST1059,Pooja,Female,Lucknow,Uttar Pradesh,16,896,21,11325.44,Electronics,Earbuds,Realme
CUST1060,Neha,Female,Delhi,Delhi,15,176,8,2428.8,Electronics,Bluetooth Speaker,Realme
CUST1061,Karthik,Male,Bengaluru,Karnataka,8,158,6,1188.16,Footwear,Loafers,Adidas
CUST1062,Sanjay,Male,Lucknow,Uttar Pradesh,14,530,13,6455.4,Accessories,Sunglasses,Boat
CUST1063,Rahul,Male,Hyderabad,Telangana,8,737,28,4245.12,Electronics,Earbuds,OnePlus
CUST1064,Sanjay,Male,Ahmedabad,Gujarat,16,599,18,7858.88,Footwear,Sneakers,Puma
CUST1065,Naveen,Male,Hyderabad,Telangana,13,208,18,2217.28,Beauty,Hair Oil,Nivea
CUST1066,Amit,Male,Lucknow,Uttar Pradesh,18,835,1,14879.7,Accessories,Sunglasses,Titan
CUST1067,Sangeeta,Female,Kolkata,West Bengal,15,377,8,5202.6,Accessories,Cap,RayBan
CUST1068,Sangeeta,Female,Pune,Maharashtra,13,167,12,1910.48,Footwear,Running Shoes,Puma
CUST1069,Kavya,Female,Delhi,Delhi,9,168,14,1300.32,Accessories,Sunglasses,Fossil
CUST1070,Anita,Female,Kolkata,West Bengal,15,264,2,3880.8,Accessories,Sunglasses,Titan
CUST1071,Neha,Female,Hyderabad,Telangana,13,588,10,6879.6,Accessories,Cap,Titan
CUST1072,Kavya,Female,Jaipur,Rajasthan,1,404,20,323.2,Electronics,Power Bank,Boat
CUST1073,Priya,Female,Pune,Maharashtra,7,773,13,4707.57,Accessories,Sunglasses,Titan
CUST1074,Meera,Female,Mumbai,Maharashtra,9,464,29,2964.96,Electronics,Bluetooth Speaker,OnePlus
CUST1075,Sanjay,Male,Ahmedabad,Gujarat,1,953,24,724.28,Accessories,Watch,RayBan
CUST1076,Pooja,Female,Delhi,Delhi,12,920,7,10267.2,Beauty,Shampoo,Mamaearth
CUST1077,Divya,Female,Lucknow,Uttar Pradesh,8,478,17,3173.92,Electronics,Smartwatch,Realme
CUST1078,Deepak,Male,Mumbai,Maharashtra,11,442,18,3986.84,Clothing,Kurti,Snitch
CUST1079,Priya,Female,Bengaluru,Karnataka,19,998,15,16117.7,Clothing,Jeans,Levis
CUST1080,Sanjay,Male,Ahmedabad,Gujarat,17,653,1,10989.99,Clothing,Hoodie,H&M
CUST1081,Pooja,Female,Bengaluru,Karnataka,8,453,7,3370.32,Electronics,Bluetooth Speaker,OnePlus
CUST1082,Anita,Female,Pune,Maharashtra,3,515,21,1220.55,Accessories,Belt,Fossil
CUST1083,Radhika,Female,Kolkata,West Bengal,3,208,5,592.8,Clothing,Kurti,Zara
CUST1084,Priya,Female,Kolkata,West Bengal,1,662,11,589.18,Electronics,Power Bank,OnePlus
CUST1085,Ravi,Male,Lucknow,Uttar Pradesh,5,861,14,3702.3,Beauty,Perfume,Nivea
CUST1086,Meera,Female,Hyderabad,Telangana,10,596,24,4529.6,Beauty,Face Cream,Mamaearth
CUST1087,Deepak,Male,Jaipur,Rajasthan,7,440,7,2864.4,Beauty,Shampoo,Mamaearth
CUST1088,Arun,Male,Ahmedabad,Gujarat,9,482,3,4207.86,Clothing,Kurti,H&M
CUST1089,Rahul,Male,Hyderabad,Telangana,7,632,14,3804.64,Footwear,Running Shoes,Bata
CUST1090,Anita,Female,Chennai,Tamil Nadu,9,399,27,2621.43,Footwear,Sneakers,Puma
CUST1091,Manoj,Male,Mumbai,Maharashtra,8,238,19,1542.24,Accessories,Belt,Titan
CUST1092,Ravi,Male,Chennai,Tamil Nadu,12,458,24,4176.96,Beauty,Shampoo,Lakme
CUST1093,Anita,Female,Hyderabad,Telangana,2,935,16,1570.8,Electronics,Smartwatch,OnePlus
CUST1094,Sangeeta,Female,Chennai,Tamil Nadu,1,598,12,526.24,Accessories,Sunglasses,Boat
CUST1095,Vijay,Male,Pune,Maharashtra,16,484,17,6427.52,Beauty,Hair Oil,Nivea
CUST1096,Radhika,Female,Hyderabad,Telangana,5,703,1,3479.85,Footwear,Sneakers,Puma
CUST1097,Lakshmi,Female,Ahmedabad,Gujarat,3,379,12,1000.56,Footwear,Sandals,Nike
CUST1098,Ravi,Male,Ahmedabad,Gujarat,12,736,12,7772.16,Footwear,Sneakers,Bata
CUST1099,Karthik,Male,Pune,Maharashtra,8,582,21,3678.24,Clothing,Shirt,Levis
CUST1100,Kavya,Female,Kolkata,West Bengal,3,210,14,541.8,Electronics,Power Bank,Realme
CUST1101,Manoj,Male,Jaipur,Rajasthan,1,965,19,781.65,Accessories,Belt,Boat
CUST1102,Sanjay,Male,Bengaluru,Karnataka,3,238,28,514.08,Beauty,Perfume,Loreal
CUST1103,Vijay,Male,Jaipur,Rajasthan,5,534,26,1975.8,Footwear,Sandals,Nike
CUST1104,Sanjay,Male,Jaipur,Rajasthan,15,608,9,8299.2,Clothing,Kurti,Snitch
CUST1105,Sanjay,Male,Pune,Maharashtra,14,372,28,3749.76,Accessories,Belt,Fossil
CUST1106,Vijay,Male,Bengaluru,Karnataka,3,198,2,582.12,Accessories,Cap,RayBan
CUST1107,Priya,Female,Kolkata,West Bengal,1,863,18,707.66,Electronics,Bluetooth Speaker,Noise
CUST1108,Pooja,Female,Jaipur,Rajasthan,5,949,2,4650.1,Clothing,Shirt,Snitch
CUST1109,Karthik,Male,Lucknow,Uttar Pradesh,14,203,21,2245.18,Footwear,Running Shoes,Nike
CUST1110,Anita,Female,Chennai,Tamil Nadu,7,313,13,1906.17,Beauty,Face Cream,Lakme
CUST1111,Manoj,Male,Ahmedabad,Gujarat,9,860,7,7198.2,Accessories,Sunglasses,Boat
CUST1112,Arun,Male,Lucknow,Uttar Pradesh,15,763,26,8469.3,Beauty,Shampoo,Lakme
CUST1113,Deepak,Male,Lucknow,Uttar Pradesh,15,861,22,10073.7,Beauty,Face Cream,Nivea
CUST1114,Vijay,Male,Lucknow,Uttar Pradesh,10,886,29,6290.6,Electronics,Power Bank,OnePlus
CUST1115,Neha,Female,Pune,Maharashtra,13,264,3,3329.04,Accessories,Cap,RayBan
CUST1116,Kavya,Female,Delhi,Delhi,19,952,26,13385.12,Clothing,Jeans,H&M
CUST1117,Lakshmi,Female,Delhi,Delhi,7,619,27,3163.09,Clothing,Jeans,H&M
CUST1118,Meera,Female,Kolkata,West Bengal,17,383,19,5273.91,Electronics,Bluetooth Speaker,Noise
CUST1119,Radhika,Female,Kolkata,West Bengal,4,616,10,2217.6,Footwear,Loafers,Adidas
CUST1120,Ravi,Male,Hyderabad,Telangana,5,756,25,2835,Clothing,Jeans,Levis
CUST1121,Rahul,Male,Hyderabad,Telangana,7,712,10,4485.6,Beauty,Hair Oil,Loreal
CUST1122,Kavya,Female,Jaipur,Rajasthan,13,263,26,2530.06,Footwear,Sandals,Nike
CUST1123,Deepak,Male,Jaipur,Rajasthan,15,985,29,10490.25,Clothing,T-Shirt,Snitch
CUST1124,Naveen,Male,Mumbai,Maharashtra,11,758,10,7504.2,Clothing,Hoodie,H&M
CUST1125,Arun,Male,Ahmedabad,Gujarat,4,163,1,645.48,Beauty,Perfume,Lakme
CUST1126,Anita,Female,Jaipur,Rajasthan,13,190,29,1753.7,Clothing,Hoodie,Snitch
CUST1127,Sangeeta,Female,Lucknow,Uttar Pradesh,7,216,16,1270.08,Accessories,Watch,Boat
CUST1128,Vijay,Male,Hyderabad,Telangana,19,965,8,16868.2,Accessories,Belt,Boat
CUST1129,Meera,Female,Pune,Maharashtra,2,366,27,534.36,Electronics,Bluetooth Speaker,Boat
CUST1130,Vijay,Male,Ahmedabad,Gujarat,10,921,27,6723.3,Footwear,Sandals,Puma
CUST1131,Sanjay,Male,Pune,Maharashtra,13,784,1,10090.08,Footwear,Loafers,Puma
CUST1132,Vijay,Male,Hyderabad,Telangana,6,658,28,2842.56,Electronics,Bluetooth Speaker,OnePlus
CUST1133,Sangeeta,Female,Chennai,Tamil Nadu,12,239,23,2208.36,Electronics,Power Bank,Boat
CUST1134,Divya,Female,Kolkata,West Bengal,12,345,14,3560.4,Beauty,Hair Oil,Loreal
CUST1135,Arun,Male,Bengaluru,Karnataka,11,760,15,7106,Electronics,Smartwatch,Realme
CUST1136,Manoj,Male,Kolkata,West Bengal,7,857,24,4559.24,Electronics,Bluetooth Speaker,Boat
CUST1137,Karthik,Male,Ahmedabad,Gujarat,1,494,3,479.18,Electronics,Bluetooth Speaker,OnePlus
CUST1138,Meera,Female,Ahmedabad,Gujarat,1,586,7,544.98,Accessories,Sunglasses,Fossil
CUST1139,Priya,Female,Delhi,Delhi,13,575,8,6877,Clothing,Jeans,Snitch
CUST1140,Sangeeta,Female,Lucknow,Uttar Pradesh,9,616,25,4158,Beauty,Face Cream,Loreal
CUST1141,Anita,Female,Chennai,Tamil Nadu,3,283,25,636.75,Beauty,Perfume,Lakme
CUST1142,Priya,Female,Bengaluru,Karnataka,7,119,4,799.68,Clothing,Shirt,Snitch
CUST1143,Amit,Male,Delhi,Delhi,6,657,15,3350.7,Beauty,Hair Oil,Lakme
CUST1144,Rahul,Male,Delhi,Delhi,8,623,12,4385.92,Accessories,Sunglasses,RayBan
CUST1145,Manoj,Male,Mumbai,Maharashtra,9,681,29,4351.59,Accessories,Cap,Fossil
CUST1146,Deepak,Male,Bengaluru,Karnataka,5,628,6,2951.6,Electronics,Smartwatch,Noise
CUST1147,Sangeeta,Female,Kolkata,West Bengal,1,982,25,736.5,Electronics,Power Bank,OnePlus
CUST1148,Radhika,Female,Pune,Maharashtra,19,246,19,3785.94,Electronics,Earbuds,Boat
CUST1149,Karthik,Male,Mumbai,Maharashtra,10,765,16,6426,Clothing,Hoodie,H&M
CUST1150,Naveen,Male,Kolkata,West Bengal,12,403,2,4739.28,Footwear,Loafers,Puma
CUST1151,Naveen,Male,Ahmedabad,Gujarat,15,719,4,10353.6,Footwear,Sneakers,Adidas
CUST1152,Priya,Female,Bengaluru,Karnataka,9,847,18,6250.86,Electronics,Earbuds,OnePlus
CUST1153,Priya,Female,Jaipur,Rajasthan,17,919,11,13904.47,Footwear,Loafers,Bata
CUST1154,Deepak,Male,Pune,Maharashtra,17,963,28,11787.12,Electronics,Bluetooth Speaker,OnePlus
CUST1155,Kavya,Female,Lucknow,Uttar Pradesh,12,681,26,6047.28,Footwear,Loafers,Adidas
CUST1156,Sanjay,Male,Mumbai,Maharashtra,7,794,6,5224.52,Beauty,Face Cream,Mamaearth
CUST1157,Naveen,Male,Ahmedabad,Gujarat,2,861,27,1257.06,Clothing,Shirt,Zara
CUST1158,Divya,Female,Chennai,Tamil Nadu,3,327,8,902.52,Footwear,Loafers,Bata
CUST1159,Karthik,Male,Mumbai,Maharashtra,17,201,27,2494.41,Electronics,Bluetooth Speaker,Boat
CUST1160,Manoj,Male,Chennai,Tamil Nadu,5,686,5,3258.5,Clothing,Kurti,Levis
CUST1161,Deepak,Male,Kolkata,West Bengal,17,516,28,6315.84,Footwear,Loafers,Adidas
CUST1162,Meera,Female,Chennai,Tamil Nadu,17,315,25,4016.25,Clothing,T-Shirt,H&M
CUST1163,Arun,Male,Mumbai,Maharashtra,17,506,16,7225.68,Footwear,Loafers,Puma
CUST1164,Sangeeta,Female,Lucknow,Uttar Pradesh,2,498,15,846.6,Accessories,Cap,Titan
CUST1165,Amit,Male,Hyderabad,Telangana,2,814,22,1269.84,Accessories,Belt,Fossil
CUST1166,Sangeeta,Female,Lucknow,Uttar Pradesh,5,803,2,3934.7,Clothing,Kurti,H&M
CUST1167,Sangeeta,Female,Jaipur,Rajasthan,1,860,20,688,Footwear,Sneakers,Puma
CUST1168,Manoj,Male,Jaipur,Rajasthan,1,598,25,448.5,Accessories,Cap,Fossil
CUST1169,Amit,Male,Pune,Maharashtra,19,853,3,15720.79,Footwear,Loafers,Bata
CUST1170,Sangeeta,Female,Ahmedabad,Gujarat,2,564,9,1026.48,Clothing,Jeans,Levis
CUST1171,Rahul,Male,Kolkata,West Bengal,12,790,4,9100.8,Electronics,Bluetooth Speaker,Noise
CUST1172,Radhika,Female,Mumbai,Maharashtra,6,830,20,3984,Clothing,T-Shirt,Levis
CUST1173,Amit,Male,Bengaluru,Karnataka,4,181,21,571.96,Footwear,Running Shoes,Puma
CUST1174,Amit,Male,Bengaluru,Karnataka,11,703,29,5490.43,Electronics,Power Bank,Realme
CUST1175,Sanjay,Male,Pune,Maharashtra,17,786,9,12159.42,Clothing,Kurti,H&M
CUST1176,Divya,Female,Jaipur,Rajasthan,6,850,11,4539,Clothing,Jeans,Levis
CUST1177,Sangeeta,Female,Delhi,Delhi,5,871,9,3963.05,Footwear,Sneakers,Nike
CUST1178,Ravi,Male,Pune,Maharashtra,2,464,28,668.16,Accessories,Belt,Boat
CUST1179,Amit,Male,Chennai,Tamil Nadu,6,262,12,1383.36,Footwear,Loafers,Puma
CUST1180,Kavya,Female,Mumbai,Maharashtra,11,147,10,1455.3,Accessories,Watch,RayBan
CUST1181,Deepak,Male,Bengaluru,Karnataka,16,610,21,7710.4,Electronics,Bluetooth Speaker,Noise
CUST1182,Pooja,Female,Pune,Maharashtra,16,428,15,5820.8,Beauty,Perfume,Loreal
CUST1183,Karthik,Male,Ahmedabad,Gujarat,1,939,7,873.27,Footwear,Loafers,Puma
CUST1184,Rahul,Male,Bengaluru,Karnataka,9,215,7,1799.55,Accessories,Sunglasses,RayBan
CUST1185,Sanjay,Male,Jaipur,Rajasthan,6,948,26,4209.12,Electronics,Power Bank,Realme
CUST1186,Anita,Female,Pune,Maharashtra,16,436,24,5301.76,Clothing,T-Shirt,H&M
CUST1187,Sanjay,Male,Chennai,Tamil Nadu,3,980,7,2734.2,Clothing,Shirt,H&M
CUST1188,Naveen,Male,Delhi,Delhi,4,836,12,2942.72,Electronics,Earbuds,Realme
CUST1189,Karthik,Male,Bengaluru,Karnataka,19,963,26,13539.78,Accessories,Belt,RayBan
CUST1190,Divya,Female,Lucknow,Uttar Pradesh,3,939,1,2788.83,Accessories,Sunglasses,RayBan
CUST1191,Manoj,Male,Jaipur,Rajasthan,19,246,29,3318.54,Electronics,Earbuds,Boat
CUST1192,Amit,Male,Chennai,Tamil Nadu,7,674,29,3349.78,Clothing,T-Shirt,Levis
CUST1193,Manoj,Male,Delhi,Delhi,null,905,11,null,Accessories,Cap,Fossil
CUST1194,Anita,Female,Mumbai,Maharashtra,1,422,9,384.02,Footwear,Loafers,Adidas
CUST1195,Vijay,Male,Kolkata,West Bengal,8,542,11,3859.04,Footwear,Sneakers,Puma
CUST1196,Vijay,Male,Lucknow,Uttar Pradesh,7,936,10,5896.8,Accessories,Watch,RayBan
CUST1197,Arun,Male,Pune,Maharashtra,18,112,14,1733.76,Electronics,Smartwatch,Boat
CUST1198,Neha,Female,Delhi,Delhi,8,593,15,4032.4,Beauty,Shampoo,Nivea
CUST1199,Neha,Female,Kolkata,West Bengal,1,800,16,672,Electronics,Power Bank,Noise
CUST1200,Rahul,Male,Delhi,Delhi,11,386,25,3184.5,Electronics,Earbuds,Realme
CUST1201,Amit,Male,Lucknow,Uttar Pradesh,18,819,1,14594.58,Footwear,Sandals,Adidas
CUST1202,Sanjay,Male,Jaipur,Rajasthan,10,213,17,1767.9,Footwear,Sneakers,Nike
CUST1203,Rahul,Male,Ahmedabad,Gujarat,3,579,11,1545.93,Beauty,Shampoo,Lakme
CUST1204,Sangeeta,Female,Ahmedabad,Gujarat,7,121,18,694.54,Electronics,Power Bank,Noise
CUST1205,Kavya,Female,Mumbai,Maharashtra,16,448,25,5376,Footwear,Sneakers,Puma
CUST1206,Pooja,Female,Jaipur,Rajasthan,16,825,22,10296,Accessories,Belt,Fossil
CUST1207,Neha,Female,Delhi,Delhi,17,782,17,11034.02,Clothing,Kurti,Levis
CUST1208,Ravi,Male,Hyderabad,Telangana,2,934,29,1326.28,Clothing,T-Shirt,H&M
CUST1209,Rahul,Male,Lucknow,Uttar Pradesh,1,665,16,558.6,Electronics,Smartwatch,Realme
CUST1210,Priya,Female,Pune,Maharashtra,16,909,29,10326.24,Beauty,Face Cream,Mamaearth
CUST1211,Pooja,Female,Pune,Maharashtra,12,419,5,4776.6,Beauty,Hair Oil,Mamaearth
CUST1212,Naveen,Male,Delhi,Delhi,5,225,24,855,Beauty,Face Cream,Mamaearth
CUST1213,Neha,Female,Pune,Maharashtra,5,376,14,1616.8,Beauty,Shampoo,Nivea
CUST1214,Kavya,Female,Kolkata,West Bengal,9,303,2,2672.46,Accessories,Sunglasses,Fossil
CUST1215,Rahul,Male,Chennai,Tamil Nadu,9,293,5,2505.15,Accessories,Watch,RayBan
CUST1216,Divya,Female,Chennai,Tamil Nadu,3,780,2,2293.2,Electronics,Earbuds,Realme
CUST1217,Ravi,Male,Kolkata,West Bengal,19,763,29,10292.87,Clothing,Shirt,H&M
CUST1218,Amit,Male,Delhi,Delhi,16,646,28,7441.92,Footwear,Sandals,Puma
CUST1219,Rahul,Male,Lucknow,Uttar Pradesh,16,795,0,12720,Beauty,Hair Oil,Loreal
CUST1220,Naveen,Male,Pune,Maharashtra,3,385,29,820.05,Electronics,Smartwatch,Boat
CUST1221,Deepak,Male,Hyderabad,Telangana,1,156,12,137.28,Accessories,Belt,Boat
CUST1222,Divya,Female,Delhi,Delhi,11,833,27,6688.99,Beauty,Face Cream,Mamaearth
CUST1223,Anita,Female,Bengaluru,Karnataka,17,402,20,5467.2,Beauty,Perfume,Nivea
CUST1224,Pooja,Female,Bengaluru,Karnataka,8,262,25,1572,Beauty,Shampoo,Mamaearth
CUST1225,Manoj,Male,Lucknow,Uttar Pradesh,4,118,13,410.64,Electronics,Earbuds,Boat
CUST1226,Divya,Female,Bengaluru,Karnataka,6,469,12,2476.32,Footwear,Loafers,Bata
CUST1227,Lakshmi,Female,Hyderabad,Telangana,8,363,26,2148.96,Beauty,Shampoo,Lakme
CUST1228,Anita,Female,Ahmedabad,Gujarat,3,893,3,2598.63,Accessories,Belt,Titan
CUST1229,Lakshmi,Female,Jaipur,Rajasthan,16,212,6,3188.48,Electronics,Bluetooth Speaker,Noise
CUST1230,Manoj,Male,Bengaluru,Karnataka,3,587,21,1391.19,Clothing,Shirt,Levis
CUST1231,Sanjay,Male,Chennai,Tamil Nadu,18,426,9,6977.88,Electronics,Power Bank,Noise
CUST1232,Manoj,Male,Pune,Maharashtra,14,641,6,8435.56,Electronics,Earbuds,OnePlus
CUST1233,Manoj,Male,Delhi,Delhi,18,746,20,10742.4,Electronics,Power Bank,OnePlus
CUST1234,Anita,Female,Chennai,Tamil Nadu,2,678,14,1166.16,Clothing,Jeans,H&M
CUST1235,Sangeeta,Female,Bengaluru,Karnataka,3,164,14,423.12,Clothing,Hoodie,Levis
CUST1236,Amit,Male,Mumbai,Maharashtra,16,391,3,6068.32,Clothing,Jeans,Zara
CUST1237,Radhika,Female,Hyderabad,Telangana,9,124,22,870.48,Electronics,Earbuds,Realme
CUST1238,Neha,Female,Bengaluru,Karnataka,4,648,22,2021.76,Clothing,T-Shirt,H&M
CUST1239,Deepak,Male,Mumbai,Maharashtra,1,100,null,null,Electronics,Power Bank,Realme
CUST1240,Vijay,Male,Kolkata,West Bengal,4,648,23,1995.84,Footwear,Sneakers,Puma
CUST1241,Kavya,Female,Mumbai,Maharashtra,1,240,19,194.4,Footwear,Loafers,Adidas
CUST1242,Anita,Female,Chennai,Tamil Nadu,14,843,25,8851.5,Footwear,Running Shoes,Puma
CUST1243,Divya,Female,Bengaluru,Karnataka,16,747,4,11473.92,Electronics,Earbuds,Noise
CUST1244,Kavya,Female,Lucknow,Uttar Pradesh,8,287,19,1859.76,Footwear,Sneakers,Nike
CUST1245,Priya,Female,Chennai,Tamil Nadu,7,227,11,1414.21,Footwear,Loafers,Adidas
CUST1246,Arun,Male,Ahmedabad,Gujarat,3,300,0,900,Electronics,Earbuds,Realme
CUST1247,Sangeeta,Female,Hyderabad,Telangana,17,226,27,2804.66,Footwear,Sneakers,Puma
CUST1248,Naveen,Male,Ahmedabad,Gujarat,1,356,7,331.08,Electronics,Power Bank,Boat
CUST1249,Lakshmi,Female,Chennai,Tamil Nadu,16,775,0,12400,Accessories,Belt,Titan
CUST1250,Ravi,Male,Chennai,Tamil Nadu,12,646,4,7441.92,Clothing,Kurti,Zara
CUST1251,Kavya,Female,Lucknow,Uttar Pradesh,19,293,21,4397.93,Footwear,Running Shoes,Puma
CUST1252,Lakshmi,Female,Kolkata,West Bengal,14,802,5,10666.6,Beauty,Shampoo,Nivea
CUST1253,Deepak,Male,Pune,Maharashtra,6,203,28,876.96,Beauty,Perfume,Loreal
CUST1254,Arun,Male,Mumbai,Maharashtra,6,634,20,3043.2,Footwear,Loafers,Bata
CUST1255,Karthik,Male,Lucknow,Uttar Pradesh,13,364,2,4637.36,Accessories,Belt,Boat
CUST1256,Sangeeta,Female,Pune,Maharashtra,19,901,14,14722.34,Electronics,Power Bank,Realme
CUST1257,Deepak,Male,Mumbai,Maharashtra,8,483,4,3709.44,Clothing,Kurti,Snitch
CUST1258,Lakshmi,Female,Bengaluru,Karnataka,2,359,27,524.14,Footwear,Sneakers,Puma
CUST1259,Lakshmi,Female,Kolkata,West Bengal,1,513,23,395.01,Beauty,Perfume,Lakme
CUST1260,Sangeeta,Female,Delhi,Delhi,15,457,13,5963.85,Electronics,Earbuds,Realme
CUST1261,Radhika,Female,Delhi,Delhi,1,174,17,144.42,Clothing,Hoodie,H&M
